name,flavors,race,positive,negative,medical,Rating,Description
Lifesaver,"Sweet, Berry, Honey, Citrus",hybrid,"Relaxed, Euphoric, Uplifted, Sleepy, Focused, Energetic, Tingly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Cramps, Muscle Spasms",4.5,"When it comes to both its candy-like taste and ability to knock out chronic pain, Lifesaver definitely lives up to its name. This indica-dominant cross of the breeder strains BOG Bubble and Subcool JCB was created to meet the special demands of pain sufferers. Relaxing with a grape and bubble gum aroma, this strain is worth a try for those looking for a stronger, medicated feeling. Lifesaver flowers quickly, usually within 8 weeks."
Limon,"Lemon, Citrus, Diesel",sativa,"Relaxed, Happy, Talkative, Aroused, Creative, Euphoric, Energetic, Giggly","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Fatigue, Inflammation",4.8,"Created by LivWell, Limon is a sativa-dominant strain that blends Sour Diesel, Strawberry Diesel, and NYC Diesel. With notes of diesel and skunk in flavor, these bright green frosty buds will leave you with an uplifting and long-lasting cerebral buzz."
Locktite,"Earthy, Pine, Sweet, Diesel, Citrus, Woody",hybrid,"Relaxed, Euphoric, Happy, Energetic, Sleepy, Uplifted, Tingly","Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Fatigue",4.3,"Using their Mt. Rainier hybrid and crossing it with the award-winning Gorilla Glue #4, RedEyed Genetics created the sticky Locktite. Scents of citrus and diesel overwhelm you as you enjoy this tasty flower engulfed in trichomes. Taking after the Gorilla Glue in effect and certainly in resin production, this is an upbeat and powerful strain."
Locomotion,"Earthy, Pungent, Sweet",indica,"Relaxed, Euphoric, Happy, Uplifted, Aroused",Dry Mouth,"Depression, Insomnia, Pain, Stress, Nausea",4.6,"Locomotion is a 70/30 indica-dominant strain by Heroes of the Farm. A cross between Blue Diesel and Timewreck, this strain delivers a dreamy cerebral high while soothing the body. Locomotion’s sour-smelling buds bloom with deep hues of silvery purple. Novices take caution with this potent indica: a little bit goes a long way."
Lowryder,"Pungent, Sweet, Citrus, Pine",hybrid,"Relaxed, Happy, Creative, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea",4.4,"Lowryder is a hybrid strain that was inbred for nine generations by Joint Doctor Seeds to give it a dwarfed size. Growing no more than 16 inches tall, it's the cannabis equivalent of a bonsai for the discrete grower’s windowsill or balcony. Lowryder’s small size comes from a species of cannabis ruderalis crossed with Northern Lights #2 and then William’s Wonder. Consumers, be patient with this strain: its medicinal and cerebrally stimulating effects have a slow but powerful onset. A mild earthy aroma radiates from the small, conic buds which autoflower in a short 40 to 45 days. Lowryder is a stalwart plant that can survive in harsh, colder climates, making it a popular strain in northern regions like Finland and Canada."
Lucy,"Earthy, Pine, Sweet, Woody",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy, Hungry",Dry Eyes,"Depression, Pain, Stress, Headaches, Inflammation",4.4,"Lucy is a robust indica-dominant CBD-rich strain created from crossing Luca Brasi and LA Confidential. This strain packs a ton of cannabinoids into a tiny package, rendering THC and CBD content above 10% each. With this potent ratio, you can expect to feel an intense sense of wellbeing that isn’t overwhelmingly sedative. Also known for its mental stillness, Lucy pulls the handbrake on “monkey mind” and anxious thoughts. Utilize this strain later in the day to maximize its effects or simply as a supplementary anti-inflammatory that can assist with headaches and muscle pain."
M-39,"Tar, Earthy, Woody, Lemon",indica,"Relaxed, Hungry, Euphoric, Sleepy, Happy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Fatigue",3.2,"The offspring of Northern Lights #5 and Skunk #1, M-39 is a difficult crop to grow properly. However, when grown correctly, the M-39 marijuana strain has a fruity and lemon taste with many trichomes and very visible crystals. The buds are very compact, heavy, and dense. Flowering time is about 45 days, with the strain's THC content measuring up to 16.5%. "
Madagascar,"Earthy, Skunk, Sweet",indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Headaches, Muscle Spasms",4.1,"Madagascar is an indica with a clean, floral smell. In true indica spirit, this strain produces a heavy-bodied, quick, and powerful sensation that is great for putting you to sleep in a hurry. Madagascar’s effects aren’t the longest-lasting but they hit quickly, making this strain great for those who just need a little help tackling insomnia."
Madcow,"Earthy, Sweet, Ammonia",sativa,"Relaxed, Creative, Energetic, Uplifted, Sleepy, Talkative",,"Depression, Stress, Cramps, Fatigue, Eye Pressure",3.4,"Madcow descends from two high-energy sativas, Durban Poison and Purple Cow. With a heavy blanket of crystal resin, this strain is a solid choice for veteran consumers and for making concentrates. This pure-blooded sativa will hit you with weightless cerebral effects and induce fits of laughter. Smooth yet spicy, this flower releases a flavor similar to that of butterscotch."
Magnum,"Earthy, Spicy/Herbal, Flowery, Citrus, Lemon",hybrid,"Relaxed, Happy, Creative, Energetic, Uplifted, Euphoric","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Eye Pressure",3.9,"A high caliber strain of mysterious origins, Buddha Seeds took a variety of powerful ruderalis, indica, and sativa strains to create this auto-flowering hybrid. This plant will explode with growth and branches and will provide high yields of spicy-smelling flowers. Magnum takes predominantly after its sativa parent when it comes to effects, producing fits of laughter and a euphoric cerebral blast."
Malakoff,"Sweet, Earthy, Tobacco, Woody",sativa,"Happy, Creative, Energetic, Talkative, Focused","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Fatigue, Eye Pressure",3.7,"Bred by Medical Seeds Co., Malakoff is an 80/20 sativa-dominant strain that crosses Strawberry Haze and White Widow. Malakoff tends to hit with a strong cerebral effect, making it a great choice for users who prefer a creative and energizing high. It may also offer therapeutic qualities for those suffering from anxiety or depression. This strain flowers in about 70 to 75 days and can be harvested mid-October."
Malawi,"Earthy, Flowery, Sweet, Grape",sativa,"Euphoric, Happy, Energetic, Uplifted, Focused, Creative","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Stress, Nausea, Fatigue, Headaches",4.4,"Malawi is a pure sativa strain that comes from the Salima region of Malawi in southeast Africa.  This strain has an extremely long flowering time, sometimes up to 120 days.  Always worth the wait, Malawi produces long and resin-coated buds, a great smoke for any occasion."
Mammoth,"Honey, Earthy, Apricot, Woody",hybrid,"Relaxed, Happy, Creative, Uplifted, Focused",,"Pain, Stress, Fatigue, Inflammation, Muscle Spasms",4.5,"This hybrid from The Bank Cannabis Genetics is a cross between the sativa-dominant Snowcap and indica-dominant LA Confidential. There isn’t a lot of  information available on Mammoth, but the breeder suggests that growers should look for phenotypes featuring the enormous yields of Snowcap, the shorter flowering time and manageable height of LA Confidential, and the dense buds, high potency, resin production, and disease resistance of both parents."
Mango,"Mango, Sweet, Lemon, Earthy",indica,"Relaxed, Euphoric, Happy, Uplifted, Giggly, Sleepy, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea, Headache",4.1,"The Mango cannabis strain has been around since the early 1960s. In 1991, it was crossed with KC 33 to give us the current Mango strain. Its buds have been known to grow very large, about the size of a softball, and can be up to a foot and a half in length. The foliage turns to a deep red/purple color with a smell and taste of sweet mango. Mango takes 9 to 11 weeks to flower and has a THC content of 15-20%."
Mangolicious,"Mango, Pineapple, Sweet, Tropical",indica,"Euphoric, Happy, Creative, Energetic, Giggly, Uplifted, Focused, Relaxed",,"Depression, Pain, Cramps, Fatigue, Muscle Spasms",5.0,"Mangolicious is an indica-dominant cross of Big Bud and White Widow. This cut expresses a tropical aroma and robust bud structure. It has a relatively speedy flowering time and a generous yield thanks to its Big Bud genetics. Mangolicious’s full-body effects and pleasant mango smell speak to potentially high levels of myrcene, a terpene known for its weighted “couchlocking” effect."
Maui,"Sweet, Citrus, Tropical",sativa,"Euphoric, Happy, Creative, Talkative, Uplifted, Relaxed, Tingly","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue",4.2,"A relative to Hawaiian sativa strains, Maui lives up to its tropical reputation. The musky overtones for this easy sativa are complemented by its fruity aftertaste and floral aroma. Less uplifting than other sativas, Maui tends to be head heavy and delivers a slow cerebral sensation that becomes more prominent over time. Maui effects tend to be medium-long in duration, lasting over 2 hours for many users."
Medibud,"Sweet, Berry, Flowery, Earthy, Skunk",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headache, Inflammation",4.5,"Medibud (or Medi Bud) is an uplifting hybrid strain of unknown genetic origins, but many attribute its upbeat, active effects to sativa parentage. Others claim Medibud is a 60/40 indica-dominant cross, so it’s possible that this strain expresses itself in various phenotypes. Typically, you can expect high-energy euphoria and heightened sensory awareness from Medibud, but its indica-leaning phenotypes may induce heavier, more relaxing effects. "
Medusa,"Earthy, Butter, Nutty, Blueberry, Pungent",hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Fatigue",4.1,"Medusa mixes smooth, sweet flavors with an earthy aroma of fresh blueberries to create a compelling hybrid. Using their strain Misty, Nirvana Seeds has developed a strong mix of sedating body effects with balanced and clear cerebral activity. Medical consumers appreciate Medusa’s ability to combat sleep issues and body pains."
Megalodon,"Skunk, Earthy, Spicy/Herbal, Pungent",sativa,"Euphoric, Happy, Creative, Energetic, Uplifted, Hungry",,"Depression, Stress, Lack of Appetite, Nausea, Fatigue",4.4,"Megalodon, named for the prehistoric shark of the same name, is a sativa-dominant strain with a trichome-rich lineage. This strain was created by crossing Great White Shark x White Widow x Snow White, alluding to the dense blanket of trichomes that coats it. The Canadian-born strain smells of fresh cut grass and skunk. Megalodon’s effects are heady and uplifting, making it ideal for focus, creativity, and shrugging off depression. Pair this strain with a sunny day for best possible results. "
Mexican,"Earthy, Woody, Diesel",sativa,"Uplifted, Focused, Euphoric, Giggly, Energetic, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Stress, Lack of Appetite, Headache, Fatigue, Eye Pressure",3.4,"Mexican refers to the indigenous varieties of cannabis (or landraces) that grow natively in this region of the world. Because of this region's latitude and climate, these native landrace strains tend to be sativa in structure and effect."
Middlefork,"Lemon, Earthy, Blueberry, Tar",hybrid,"Relaxed, Euphoric, Creative, Uplifted, Aroused, Happy, Focused","Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headache, Headaches",4.6,"Middlefork is a sativa-dominant hybrid strain bred from Dutch Treat. Created in Washington state just outside the city of Bellingham, Middlefork has become a local staple known for its potent relief of anxiety, pain, spasms, and nausea. Creativity and energy are ushered in by sweet berry and tangy citrus notes inherited from the strain’s Dutch Treat parent."
Midnight,"Earthy, Pine, Lavender, Pungent",hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headache, Inflammation",4.4,"Midnight, a popular strain in Israel, is a sativa-dominant variety developed by Tikun Olam to treat nausea. This high-CBD strain also controls pain, inflammation, and indigestion, with uplifting and invigorating effects ideal for daytime consumption."
Millennium,"Blueberry, Earthy, Berry, Diesel",hybrid,"Hungry, Happy, Giggly, Creative, Relaxed, Uplifted, Energetic","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headache, Fatigue, Headaches",4.4,"Named after the idea that it will be around for many years, millennium is a balanced hybrid with 75% indica from the mountains of Iran crossed 25 percent with a Niagara/Shiva sativa. Easy to grow indoors and outdoors."
