,name,flavors,id,race,positive,negative,medical
1025,Kali Mist,"Earthy, Citrus, Sweet",1145,sativa,"Happy, Creative, Energetic, Uplifted, Focused","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Headache, Fatigue, Muscle Spasms"
1026,Kandahar,"Earthy, Apricot, Honey",1146,indica,"Relaxed, Euphoric, Sleepy, Giggly","Dizzy, Dry Mouth","Depression, Insomnia, Pain, Stress"
1027,Kandy Kush,"Sweet, Citrus, Lemon",1147,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Fatigue"
1028,Kaptn’s Grand Dream,"Ammonia, Blueberry, Earthy",1148,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Cramps, Lack of Appetite, Headache, Headaches"
1029,Karma Bitch,"Coffee, Earthy, Tea",1149,hybrid,"Relaxed, Happy, Creative, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Spasticity"
1030,Katsu Bubba Kush,"Pungent, Grape, Plum",1150,indica,"Relaxed, Euphoric, Happy, Tingly","Dizzy, Dry Mouth","Depression, Insomnia, Pain, Stress, Lack of Appetite"
1031,Katsu Kush,"Earthy, Sweet, Berry",1151,indica,"Relaxed, Euphoric, Happy, Sleepy, Giggly","Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms"
1032,Kaua’i Electric,"Orange, Tree Fruit, Sweet",1152,sativa,"Happy, Creative, Energetic, Uplifted, Focused",,"Depression, Pain, Stress, Lack of Appetite, Fatigue"
1033,Kelly Hill Gold,"Earthy, Pepper, Coffee",1153,indica,"Euphoric, Happy, Energetic, Talkative, Aroused","Dry Mouth, Dry Eyes","Pain, Stress, Cramps, Inflammation, Muscle Spasms"
1034,Ken's Kush,"Berry, Blueberry, Earthy",1154,hybrid,"Relaxed, Euphoric, Happy, Focused, Giggly",Dry Mouth,"Depression, Insomnia, Pain, Stress, Fatigue"
1035,Kerala Krush,"Mango, Sweet, Orange",1155,sativa,"Relaxed, Hungry, Happy, Energetic, Focused",,"Depression, Cramps, Nausea, Fatigue"
1036,Key Lime Pie,"Lime, Sweet, Citrus",1156,hybrid,"Relaxed, Euphoric, Happy, Focused","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Fatigue, Headaches"
1037,Khalifa Kush,"Lemon, Pungent, Citrus",1157,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headache, Headaches"
1038,Khufu,"Pungent, Sweet, Woody",1159,indica,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headaches"
1039,Kid N' Kookies,"Earthy, Pine, Skunk",1160,hybrid,"Relaxed, Happy, Tingly, Giggly","Dry Mouth, Paranoid, Anxious","Depression, Insomnia, Pain, Headaches, Muscle Spasms"
1040,Kilimanjaro,"Earthy, Spicy/Herbal, Pepper",1161,sativa,"Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
1041,Kill Bill,"Pine, Diesel, Earthy",1162,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy",,"Depression, Stress, Lack of Appetite, Headaches, Eye Pressure"
1042,Killer Grape,"Sweet, Tropical, Grape",1163,hybrid,"Relaxed, Euphoric, Happy, Uplifted",Dry Mouth,"Pain, Stress, Cramps, Lack of Appetite, Fatigue"
1043,Killer Queen,"Citrus, Lemon, Orange",1164,hybrid,"Happy, Creative, Energetic, Talkative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Headache, Fatigue"
1044,Killing Fields,"Lemon, Earthy, Pungent",1165,sativa,"Happy, Creative, Energetic, Focused, Aroused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Headache, Fatigue"
1045,Kimbo Kush,"Earthy, Pine, Sweet",1166,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Insomnia, Pain, Stress, Lack of Appetite, Nausea, Headache"
1046,King Cake,"Sweet, Vanilla, Citrus",1167,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted",Anxious,"Stress, Lack of Appetite, Eye Pressure"
1047,King Kong,"Pungent, Earthy, Flowery",1168,hybrid,"Relaxed, Euphoric, Happy, Tingly","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Muscle Spasms"
1048,King Louis XIII,"Pine, Earthy, Woody",1169,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Muscle Spasms"
1049,King's Bread,"Earthy, Lemon, Citrus",1170,sativa,"Euphoric, Happy, Creative, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Headache, Fatigue, Eye Pressure"
1050,King's Kush,"Earthy, Sweet, Grape",1171,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Headache, Fatigue"
1051,Kiwiskunk,"Spicy/Herbal, Woody, Citrus",1173,indica,"Hungry, Euphoric, Happy, Sleepy, Aroused",,"Depression, Insomnia, Stress, Headache"
1052,Kobain Kush,"Earthy, Pungent, Spicy/Herbal",1174,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headaches"
1053,Kona Gold,"Tropical, Pineapple, Honey",1175,sativa,"Euphoric, Happy, Creative, Energetic, Uplifted",Dry Mouth,"Depression, Pain, Stress, Nausea, Fatigue"
1054,Kong,"Citrus, Earthy, Flowery",1176,hybrid,"Relaxed, Euphoric, Happy, Creative, Tingly","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Headache, Inflammation, Muscle Spasms"
1055,Kool-Aid Smile,"Berry, Grape, Sage",1177,indica,"Relaxed, Euphoric, Happy, Creative, Talkative",,
1056,Kosher Kush,"Earthy, Pungent, Pine",1178,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms"
1057,Kosher Tangie,"Citrus, Orange, Pungent",1179,hybrid,"Relaxed, Happy, Creative, Uplifted, Focused","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Muscle Spasms"
1058,Kraken,"Butter, Flowery, Tea",1181,indica,"Relaxed, Euphoric, Happy, Sleepy","Paranoid, Dry Eyes","Pain, Stress, Headaches, Eye Pressure, Muscle Spasms"
1059,Krishna Kush,"Lavender, Pungent",1182,indica,"Relaxed, Euphoric, Happy, Giggly, Aroused",,"Insomnia, Pain, Stress"
1060,Kryptonite,"Earthy, Sweet, Pungent",1183,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Anxious","Insomnia, Pain, Stress, Nausea, Headache, Headaches"
1061,Kuato,"Orange, Pungent, Sweet",1184,hybrid,"Euphoric, Happy, Creative, Talkative, Aroused",Dry Mouth,"Depression, Pain"
1062,Kuchi,"Lemon, Earthy, Sweet",1185,hybrid,"Relaxed, Creative, Energetic, Giggly, Aroused","Dry Mouth, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
1063,Kurple Fantasy,"Earthy, Grape, Flowery",1186,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Tingly","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Nausea, Headaches"
1064,Kush Cleaner,"Woody, Diesel, Pine",1187,hybrid,"Happy, Creative, Energetic, Tingly, Focused","Dry Mouth, Dry Eyes","Depression, Stress, Lack of Appetite, Fatigue, Headaches"
1065,Kushadelic,"Pine, Earthy, Berry",1189,indica,"Relaxed, Hungry, Euphoric, Sleepy","Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Inflammation"
1066,Kushage,"Earthy, Tea, Honey",1190,hybrid,"Relaxed, Euphoric, Happy, Creative, Tingly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headache, Inflammation, Muscle Spasms"
1067,Kushashima,"Pine, Pungent, Nutty",1191,hybrid,"Relaxed, Euphoric, Creative, Energetic, Sleepy",,"Depression, Pain"
1068,Kushberry,"Berry, Sweet, Earthy",1192,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Headache, Seizures"
1069,L'Eagle Eagle,"Spicy/Herbal, Sweet, Earthy",1193,hybrid,"Happy, Creative, Energetic, Uplifted, Focused",Dry Mouth,"Depression, Stress, Fatigue, Inflammation, Muscle Spasms"
1070,L.A.K. Federal Reserve,"Earthy, Lemon, Citrus",1195,indica,"Relaxed, Hungry, Creative, Tingly, Sleepy",,"Pain, Stress, Lack of Appetite, Nausea, Headaches"
1071,LA Chocolat,"Earthy, Coffee, Sweet",1196,hybrid,"Relaxed, Euphoric, Happy, Sleepy, Focused","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Muscle Spasms"
1072,LA Confidential,"Earthy, Pine, Sweet",1197,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Headaches"
1073,LA Jack,"Apple, Berry, Apricot",1198,hybrid,"Relaxed, Euphoric, Happy, Creative, Sleepy","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Fatigue"
1074,LA Kookies,"Coffee, Earthy, Berry",1199,hybrid,"Hungry, Happy, Creative, Focused, Giggly",,"Pain, Inflammation, Muscle Spasms"
1075,LA Kush,"Berry, Blueberry, Menthol",1200,hybrid,"Relaxed, Happy, Creative, Energetic, Aroused","Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Headache, Inflammation"
1076,LA OG,"Flowery, Berry, Apple",1201,indica,"Relaxed, Hungry, Euphoric, Happy, Tingly","Dizzy, Dry Mouth, Dry Eyes, Anxious","Pain, Stress, Cramps, Headache, Inflammation, Muscle Spasms"
1077,LA Ultra,"Citrus, Chemical, Lemon",1202,indica,"Relaxed, Euphoric, Happy, Tingly, Focused","Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Cramps, Headaches"
1078,LA Woman,"Earthy, Pine, Pungent",1203,hybrid,"Relaxed, Euphoric, Happy, Creative, Tingly","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Headache, Headaches"
1079,LAPD,"Diesel, Pepper, Pungent",1204,hybrid,"Relaxed, Happy, Creative, Energetic, Uplifted",,Pain
1080,LSD,"Earthy, Sweet, Citrus",1205,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headaches"
1081,LVPK,"Sweet, Earthy, Flowery",1206,hybrid,"Relaxed, Happy, Talkative, Uplifted, Aroused","Dry Mouth, Paranoid, Dry Eyes","Pain, Stress, Lack of Appetite, Nausea, Headaches"
1082,Lady Liberty,Sweet,1208,hybrid,"Relaxed, Hungry, Sleepy",,
1083,Ladyburn 1974,"Pepper, Ammonia, Earthy",1209,hybrid,"Relaxed, Hungry, Creative, Sleepy, Giggly",Dry Mouth,"Pain, Lack of Appetite, Nausea, Fatigue, Eye Pressure"
1084,Lake of Fire,"Diesel, Pine, Sweet",1210,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Inflammation, Muscle Spasms"
1085,Lamb's Bread,"Earthy, Pungent, Woody",1211,sativa,"Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headache, Fatigue, Headaches"
1086,Lambo OG,"Pine, Citrus, Earthy",1212,hybrid,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Nausea, Headache, Muscle Spasms"
1087,Lamborghini,"Diesel, Pine, Lemon",1213,hybrid,"Relaxed, Hungry, Euphoric, Uplifted, Sleepy",Dry Eyes,"Depression, Insomnia, Stress, Fatigue, Headaches"
1088,Larry Bird Kush,"Sweet, Honey, Earthy",1214,hybrid,"Relaxed, Euphoric, Energetic, Uplifted",Dry Mouth,"Pain, Stress, Headaches, Inflammation, Seizures"
1089,Larry OG,"Lemon, Citrus, Earthy",1215,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea, Headache"
1090,Lashkar Gah,"Earthy, Pungent, Skunk",1217,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite"
1091,Laughing Buddha,"Earthy, Citrus, Pineapple",1218,sativa,"Euphoric, Happy, Energetic, Uplifted, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue"
1092,Lavender,"Lavender, Flowery, Sweet",1219,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Nausea"
1093,Lavender Haze,"Lavender, Flowery, Skunk",1220,sativa,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headache, Fatigue, Inflammation"
1094,Lavender Jones,"Lavender, Flowery, Earthy",1221,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headache, Headaches"
1095,Le Silver Royale,"Cheese, Pine, Skunk",1223,hybrid,"Relaxed, Euphoric, Happy, Talkative, Uplifted",Dry Eyes,"Depression, Pain, Stress"
1096,Lee Roy,"Pungent, Coffee, Earthy",1225,indica,"Relaxed, Hungry, Euphoric, Happy, Creative","Dry Mouth, Dry Eyes","Pain, Stress, Lack of Appetite, Headaches, Inflammation"
1097,Legalized OG,"Pungent, Chemical, Sweet",1226,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Inflammation"
1098,Legend OG,"Earthy, Pine, Chemical",1227,indica,"Relaxed, Hungry, Euphoric, Uplifted, Sleepy",Dry Mouth,"Depression, Insomnia, Pain, Stress, Lack of Appetite"
1099,Legendary Lemon,"Apricot, Chemical, Pungent",1228,sativa,"Relaxed, Euphoric, Creative, Aroused",Dry Eyes,"Depression, Insomnia, Pain, Nausea, Inflammation"
1100,Lemon Alien Dawg,"Citrus, Lemon, Sweet",1230,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Anxious","Depression, Pain, Stress, Lack of Appetite, Nausea, Headache"
1101,Lemon Bananas,"Lemon, Lime, Spicy/Herbal",1231,hybrid,"Happy, Creative, Energetic, Talkative",Dry Mouth,
1102,Lemon Bubble,"Lemon, Earthy, Pungent",1232,sativa,"Happy, Creative, Energetic, Talkative, Giggly",,"Depression, Pain, Stress, Headaches, Muscle Spasms"
1103,Lemon Cake,"Cheese, Lemon, Spicy/Herbal",1233,sativa,"Relaxed, Euphoric, Happy, Creative, Energetic",,Stress
1104,Lemon Daddy,"Lemon, Citrus, Diesel",1234,hybrid,"Relaxed, Happy, Energetic, Focused, Giggly",,"Depression, Pain, Stress, Fatigue, Muscle Spasms"
1105,Lemon Diesel,"Lemon, Diesel, Citrus",1235,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Tingly","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headaches"
1106,Lemon Drop,"Lemon, Citrus, Sweet",1236,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Pain, Stress, Lack of Appetite, Headache, Inflammation, Muscle Spasms"
1107,Lemon Fire,"Citrus, Earthy, Lemon",1237,hybrid,"Euphoric, Happy, Energetic, Uplifted, Focused",,"Depression, Stress, Headaches"
1108,Lemon G,"Lemon, Citrus, Earthy",1238,sativa,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Headache, Fatigue"
1109,Lemon Haze,"Lemon, Citrus, Sweet",1239,sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue"
1110,Lemon Jack,"Lemon, Citrus, Earthy",1240,sativa,"Relaxed, Euphoric, Happy, Energetic, Giggly","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Headache, Fatigue, Headaches"
1111,Lemon Kush,"Lemon, Citrus, Sweet",1242,hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headaches"
1112,Lemon Larry Lavender,"Citrus, Lavender, Lemon",1243,hybrid,"Relaxed, Creative, Energetic, Focused",Dry Mouth,"Depression, Stress"
1113,Lemon Marmalade,"Lemon, Diesel, Sweet",1244,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted",,"Depression, Pain, Stress, Cramps, Lack of Appetite"
1114,Lemon Meringue,"Lemon, Citrus, Sweet",1245,sativa,"Happy, Creative, Energetic, Talkative, Uplifted",,"Depression, Stress, Lack of Appetite, Nausea, Headaches"
1115,Lemon OG Haze,"Lemon, Citrus, Earthy",1246,hybrid,"Relaxed, Happy, Energetic, Uplifted, Focused","Paranoid, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
1116,Lemon OG Kush,"Lemon, Citrus, Earthy",1247,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite"
1117,Lemon Pie,"Citrus, Lemon, Diesel",1248,sativa,"Euphoric, Happy, Energetic, Uplifted, Sleepy",,"Depression, Stress, Cramps, Fatigue, Headaches"
1118,Lemon Sativa,"Lemon, Citrus, Earthy",1249,sativa,"Euphoric, Happy, Creative, Energetic, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Fatigue"
1119,Lemon Skunk,"Lemon, Skunk, Citrus",1250,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Headache, Fatigue, Headaches"
1120,Lemon Thai,"Lemon, Sweet, Minty",1251,sativa,"Relaxed, Happy, Talkative, Uplifted, Focused","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
1121,Lemon Walker OG,"Citrus, Lemon, Pungent",1252,hybrid,"Relaxed, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Headache, Headaches, Muscle Spasms"
1122,Lemon Wreck,"Earthy, Lemon, Citrus",1253,hybrid,"Relaxed, Hungry, Happy, Energetic, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
1123,Lemonberry,"Lemon, Blueberry, Citrus",1254,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Headache, Fatigue, Muscle Spasms"
1124,Lemonder,"Citrus, Lemon, Earthy",1255,hybrid,"Euphoric, Happy, Creative, Uplifted, Focused",,"Depression, Insomnia, Pain, Stress, Headaches"
1125,Lemonhead OG,"Lemon, Pine, Citrus",1256,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused",Dry Mouth,"Depression, Insomnia, Pain, Stress, Cramps"
1126,Leonidas,"Grape, Lavender, Violet",1257,sativa,"Creative, Energetic, Focused, Aroused",Dry Mouth,"Depression, Insomnia, Stress, Lack of Appetite, Muscle Spasms"
1127,Lethal Purple,"Flowery, Grape, Sweet",1258,hybrid,"Hungry, Euphoric, Happy, Creative, Talkative","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Headaches"
1128,Liberty Haze,"Earthy, Citrus, Lime",1259,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
1129,Lifesaver,"Sweet, Berry, Honey",1260,hybrid,"Relaxed, Euphoric, Uplifted, Sleepy, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Pain, Stress, Cramps, Muscle Spasms"
1130,Light of Jah,"Earthy, Spicy/Herbal, Pungent",1261,sativa,"Relaxed, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth","Depression, Pain, Stress, Nausea, Headache, Fatigue"
1131,Lime Green Skunk,"Lime, Diesel, Pungent",1262,hybrid,"Relaxed, Happy, Creative, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Stress, Lack of Appetite, Headaches, Eye Pressure"
1132,Lime Haze,"Lime, Citrus, Chemical",1263,sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Stress, Nausea, Headaches, Eye Pressure"
1133,Lime Purple Mist,"Lime, Berry, Mint",1264,indica,"Relaxed, Euphoric, Happy, Sleepy",Dry Mouth,"Depression, Pain, Stress, Cramps, Lack of Appetite"
1134,Lime Skunk,"Lime, Citrus, Skunk",1265,sativa,"Relaxed, Euphoric, Happy, Creative, Uplifted",Dry Eyes,"Depression, Pain, Stress, Fatigue, Muscle Spasms"
1135,Limon,"Lemon, Citrus, Diesel",1266,sativa,"Relaxed, Happy, Talkative, Aroused","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Fatigue, Inflammation"
1136,Lions Gate,"Citrus, Menthol, Orange",1267,indica,"Relaxed, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Insomnia, Stress, Nausea, Headache, Headaches, Inflammation"
1137,Liquid Butter,"Butter, Earthy, Woody",1268,indica,"Relaxed, Happy, Uplifted, Sleepy, Focused","Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Cramps"
1138,Little Dragon,"Citrus, Flowery, Mango",1270,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted",,"Pain, Stress, Fatigue, Inflammation, Muscle Spasms"
1139,Locktite,"Earthy, Pine, Sweet",1271,hybrid,"Relaxed, Euphoric, Happy, Energetic, Sleepy","Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Fatigue"
1140,Locomotion,"Earthy, Pungent, Sweet",1272,indica,"Relaxed, Euphoric, Happy, Uplifted",Dry Mouth,"Depression, Insomnia, Pain, Stress, Nausea"
1141,Lodi Dodi,"Flowery, Honey, Sweet",1273,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Headaches, Eye Pressure"
1142,Logic Diesel,"Diesel, Chemical, Coffee",1274,hybrid,"Euphoric, Happy, Energetic, Talkative, Uplifted","Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue"
1143,Longbottom Leaf,"Citrus, Lemon, Lime",1275,hybrid,"Euphoric, Happy, Creative, Energetic, Aroused","Dry Mouth, Paranoid, Dry Eyes","Depression, Lack of Appetite, Fatigue, Eye Pressure, Inflammation"
1144,Lost Coast OG,"Citrus, Sweet, Lemon",1276,hybrid,"Relaxed, Euphoric, Happy, Creative, Focused","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
1145,Loud Dream,"Earthy, Spicy/Herbal, Citrus",1277,hybrid,"Relaxed, Happy, Creative, Talkative, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea, Headache"
1146,Loud Scout,"Grape, Berry, Flowery",1278,hybrid,"Relaxed, Happy, Creative, Energetic",,"Depression, Pain, Nausea, Headache, Fatigue"
1147,Love Potion #1,"Earthy, Sweet, Citrus",1279,sativa,"Relaxed, Euphoric, Happy, Creative, Aroused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Nausea"
1148,Love Potion #9,"Sweet, Honey, Flowery",1280,indica,"Relaxed, Euphoric, Happy, Focused, Giggly","Dizzy, Dry Mouth","Depression, Insomnia, Pain, Stress, Headache, Headaches"
